media_type,post_url,likes,caption
image,https://www.instagram.com/p/DLpvbH3R8uZ/?img_index=1,166115,"meet the summer kit 💛  glowy skin, sun-flushed cheeks, and golden, shimmery lips. our limited edition kit bundles all your rhode summer essentials. here’s what’s inside:  🍊 pocket blush in your choice of tan line or sun soak. a creamy, buildable blush for a diffused flush of color.  🍸 peptide lip tint in lemontini. a shimmery, sheer gold gloss that smells like a lemon drop martini.  🌟 glazing mist, our superfine face mist that hydrates and refreshes for a next-level glowy finish.  the summer kit comes bundled in a baby size of our rhode bubble bag. launching on july 14th at 9am PT, only on rhodeskin.com"
image,https://www.instagram.com/p/DLpuQ8Sx7Rr/?img_index=1,115780,"sun-flushed shades ☀️  two new pocket blushes are coming to complete your summer look. designed to pair with peptide lip tint in lemontini, they flush your cheeks with warm, sunny color like you’ve just spent a day at the beach.  👙 tan line: pinky tan 🍊 sun soak: spiced orange  get them solo or in our limited edition summer kit. bundle your favorite shade with glazing mist and lemontini in our baby rhode bubble bag.  see you july 14th at 9am PT. join the waitlist at rhodeskin.com 🫶"
image,https://www.instagram.com/p/DLnJzccOOQx/?img_index=1,158619,"a tini announcement 🍋  peptide lip treatment was one of the first products we ever made. it’s been with us since rhode launched and quickly became one of your forever essentials. inspired by your feedback, we’re so excited to share that an improved version of the formula is on the way. same nourishing gloss you know and love, now with a lasting smooth texture ✨  it was so important that we resolve the grainy feel that developed in some lip treats and tints over time. we took our time over the past two years by researching, experimenting, and testing to find a solution. our biggest upgrade was switching the shea butter from a solid to a liquid form, ensuring it glides on smoothly and maintains a consistently even texture. feels just like the original, with the same skincare benefits and a little more cushion and richness for a comfy application.  lemontini is the first version of the improved formula and arrives on july 14th at 9am PT. our full peptide lip treatment and tint collection will transition to the upgrade on august 14th. join the waitlist on rhodeskin.com"
image,https://www.instagram.com/p/DLnICodukzS/?img_index=1,255731,"lemontini summer 🍸🍋  meet our new limited edition peptide lip tint that’s here just for rhode summer. lemontini is a shimmery, sheer gold gloss that smells like a sweet, citrusy lemon cocktail. packed with nourishing skincare ingredients, our formula quenches dry lips with hydration—perfect for hot, sunny days.  lemontini arrives on july 14th at 9am PT. join the waitlist at rhodeskin.com ✨"
image,https://www.instagram.com/p/DLkjQp5RLFK/?img_index=1,164012,rhode summer tastes like… 🍋🍸💛✨
video,https://www.instagram.com/p/DLh-UehseqF/,15932,"you 🤍 glazing mist  designed for instant hydration and next-level glow, glazing mist is full of nourishing ingredients like ectoin, beta-glucan, and a ceramide trio. the lasting radiant finish comes from hydrating humectants and esters in the formula, not shimmer, so you’re seeing the effects of true skin hydration.  available now at rhodeskin.com ✨"
image,https://www.instagram.com/p/DLfZk9LspBr/?img_index=1,30564,"glazing mist tricks 🪽 your favorite ways to use it this summer:  ✨ spritz on top of body moisturizer for added glow ✨ add it to your makeup routine ✨ chill it in the fridge for a cooling, refreshing effect ✨ throw it in your purse to mist on the go ✨ apply it as the final step in your nighttime routine"
video,https://www.instagram.com/p/DLc1MVzRCX6/,45845,a little refresh with @livmanni 🩵  her rhode summer essentials: 🪽 glazing mist 🪄 peptide lip shape in twist 💭 pocket blush in sleepy girl
image,https://www.instagram.com/p/DLaP_vwxnzQ/?img_index=1,13677,"rhode dictionary: ceramides 🤍  ceramides are one of our forever favorite skincare ingredients. they’re so nourishing for all skin types, since they play an essential role in supporting a healthy skin barrier. swipe to learn about some of our go-to ceramides in our formulas ✨"
image,https://www.instagram.com/p/DLXwrcJun1A/?img_index=1,155925,mist by the beach 🪽
video,https://www.instagram.com/p/DLVGJ-hxYv3/,11108,"the mist that does the most 🤍 @charinecheungg’s review of glazing mist, available now on rhodeskin.com."
image,https://www.instagram.com/p/DLShsTgu8bT/?img_index=1,38719,"glazing mist is here 🪽  skin-nourishing glow to take on the go. glazing mist is a superfine, refreshing mist that’s clinically proven to provide all-day hydration and improve skin barrier function while leaving a glowy, radiant finish that lasts for hours. spray it on daily to help your skin feel more balanced, clarified, and calm over time.  ✨ good for all skin types, including acne-prone skin ✨ fragrance-free, cruelty-free, vegan, gluten-free ✨ dermatologist + ophthalmologist-tested ✨ seal of acceptance™ from the national eczema association  grab a bottle. only at rhodeskin.com 🌟"
video,https://www.instagram.com/p/DLP8z7wsEke/,12372,"first impressions of glazing mist 🤍 why you love it:  🌟 leaves a next-level glowy finish that lasts for hours, even after it dries down  🚿 superfine, lightweight texture that mists evenly on the skin  🪽 use it in your skincare routine, under makeup for skin prep, and over glam to refresh your look  ✨ full of hydrating and nourishing ingredients like ectoin, beta-glucan, and a ceramide trio  glazing mist arrives tomorrow, june 24th at 9am PT."
image,https://www.instagram.com/p/DLNX6NuRchm/?img_index=1,96792,summer skin in a bottle 🌟  glazing mist lets you take the benefits of the rhode routine with you wherever you go. throw it in your beach bag and take it on your travels for refreshing hydration and glow.  glazing mist arrives june 24th at 9am PT 🫶
image,https://www.instagram.com/p/DLKzOwSxUrh/?img_index=1,54166,@harrisdickinson wears glazing mist 🤍 coming june 24th at 9am PT. only on rhodeskin.com.
image,https://www.instagram.com/p/DLIOedKRI-5/,117014,"time for a touch-up 🪩  take our signature compact mirror with you on the go. slip it in your purse or makeup bag for blush and lip touch-ups anytime, anywhere.  p.s. to celebrate our bday week, we’d love to give you a little gift. pick up any two products and receive a rhode mirror on us, through june 22nd at 11:59pm PT. only on rhodeskin.com 🤍"
image,https://www.instagram.com/p/DLFwdxGJ2-s/?img_index=1,17034,"ask rhode 🪽 your glazing mist questions, answered."
image,https://www.instagram.com/p/DLDE-CNRcVu/?img_index=1,21480,"ways to use glazing mist 🪽  like the rest of our skincare essentials, we developed glazing mist to multitask in your routine. here are some of our favorite ways to use it.  ✨ on-the-go for anytime hydration ✨ as the first and last step in your skincare routine ✨ under makeup as hydrating skin prep ✨ over makeup to add moisture and glow ✨ on your décolleté for a radiant finish ✨ after a workout to instantly soothe and refresh  see you june 24th at 9am PT 🤍"
image,https://www.instagram.com/p/DLAgHcrx1RH/,16417,rhode ingredients: ectoin 🤍  get to know one of our favorite ingredients in glazing mist. ectoin is a powerful hydrator that’s perfect for dry summer skin. learn why we’re misting it on all season long.  glazing mist arrives june 24th at 9am PT. join the waitlist at rhodeskin.com 🪽
image,https://www.instagram.com/p/DK97dkBMCyp/?img_index=1,30864,"next-level glow 🌟  spritz on glazing mist for an instant glowy finish that looks like you’ve just done your full skincare routine. high-performance ingredients like ectoin, ceramides, and beta-glucan instantly leave skin looking hydrated, supple, and glazed. the glowy finish comes from humectants and esters, not shimmer, so you’re seeing the effects of healthy hydration.  see you june 24th at 9am PT"
image,https://www.instagram.com/p/DK7WMrPpj25/?img_index=1,155068,"three years of rhode 💌  flipping through some of our favorite memories from the last few years. thank you to everyone who has been along for the ride, we couldn’t do this without you and can’t wait to continue growing the world of rhode together ✨"
video,https://www.instagram.com/p/DK4xcUgRTtt/,16375,glaze you can spray 🤍 how @kensnation uses glazing mist in her summer makeup routine:  🪽 under base makeup for hydrating skin prep 🪽 before blending out concealer 🪽 as the final step for a touch of glow  glazing mist arrives june 24th at 9am PT. join the waitlist at rhodeskin.com
image,https://www.instagram.com/p/DK2NUEzR0Jo/?img_index=1,119257,"mist of the summer 🪽  keep glazing mist in your purse or beach bag for hydration and glow anytime. its superfine, watery texture evenly mists skin with ectoin, ceramides, and beta-glucan for a nourishing refresh and supple, glazed finish.  grab yours on june 24th at 9am PT. join the waitlist on rhodeskin.com ✨"
video,https://www.instagram.com/p/DKzo512u79Z/,10124,"get to know glazing mist with @bekah_sun 🤍  why she loves it: 🪽 glazed skin in mist form 🪽 superfine, refreshing texture 🪽 works in your skincare + makeup routines  launching june 24th at 9am PT ✨"
image,https://www.instagram.com/p/DKxD_w3J6aU/?img_index=1,75929,texts with HB 🤍 a peek into the process of making glazing mist.  see you june 24th at 9am PT. join the waitlist at rhodeskin.com 🪽
video,https://www.instagram.com/p/DKu6ArrhDl8/,9642,"@thedewiest’s glazing mist review 🤍  “i can already tell that this is going to be an integral part of my day with the application over my makeup. my skin doesn’t feel as tight or dry; it feels so hydrated, dewy, glazed, and glowy.”  launching june 24th at 9am PT. join the waitlist at rhodeskin.com 🪽"
image,https://www.instagram.com/p/DKuyyPJSWzp/?img_index=1,44497,"glazing mist results are in ✨  when we developed glazing mist, we wanted to create a nourishing formula that would give skin instant glow and hydration, plus added benefits the more regularly you use it. spritz it on in your daily routine to get a quick hit of refreshing moisture, plus purifying benefits to help skin feel more balanced and clarified over time. swipe to see the results from our 4-week consumer study.  glazing mist is coming on june 24th at 9am PT. join the waitlist at rhodeskin.com 🪽"
image,https://www.instagram.com/p/DKuiCM7JSsx/?img_index=1,55544,"high-performance hydration, low-maintenance glaze 🪽  glazing mist provides clinically-proven hydration and next-level glow in just a few spritzes. our formula features efficacious hydrators and a soothing antioxidant that purifies to leave skin instantly glazed while helping it feel more balanced and clarified over time.  🚿 the hydrators ectoin binds water molecules to the skin, a ceramide trio helps reinforce the skin’s natural barrier, and beta-glucan from mushrooms provides long-lasting hydration.  🌟 the purifier  magnolia extract is an antioxidant derived from the bark of magnolia trees that contains magnolol and honokiol, two compounds that help purify and soothe skin.  glazing mist arrives june 24th at 9am PT. join the waitlist at rhodeskin.com ✨"
